energy,Adipose,Air,Al,Au,Ba,Be,Bone,Ca,Cu,Er,Fe,Ga,Glass,Hf,I,Mg,Mn,Mo,Nb,Pb,Pd,Pmm,Pt,Rh,Si,Skeletal,Ti,Tiss,W,Wat,Y,Zn
113.75,0.01549,1.78e-05,0.04264,1.90343911,0.546,0.02365,0.03283,0.03379,0.315,2.348,0.230708,0.232,0.0348,3.95307,0.68034,0.02732,0.1994,0.807,0.6419,4.52865,1.18397,0.0188,7.851,1.169022,0.039144,0.01712,0.1022,0.017278,6.14,0.0164,0.2941,0.269627
114.25,0.01539,1.78e-05,0.04237,1.884534004,0.539,0.02365,0.03264,0.03364,0.313,2.321,0.229133,0.2297,0.0346,3.89983,0.67541,0.02732,0.1979,0.799,0.635,4.48325,1.17195,0.0188,7.765,1.156612,0.039144,0.01701,0.1012,0.017172,6.06,0.0164,0.2909,0.267488
114.75,0.01539,1.77e-05,0.04237,1.865628898,0.5355,0.02365,0.03264,0.03348,0.31,2.294,0.227559,0.2279,0.0346,3.8599,0.66555,0.02732,0.1972,0.79,0.629,4.4265,1.158728,0.0188,7.679,1.144202,0.038911,0.01701,0.1008,0.017172,6.0,0.0163,0.2878,0.265348
115.25,0.01539,1.77e-05,0.0421,1.846723792,0.5285,0.02365,0.03245,0.03333,0.307,2.267,0.225984,0.2255,0.0346,3.81997,0.66062,0.02714,0.1957,0.782,0.6222,4.3811,1.146708,0.01868,7.593,1.131792,0.038911,0.01701,0.1003,0.017172,5.93,0.0163,0.2851,0.263208
115.75,0.01539,1.77e-05,0.0421,1.827818686,0.5215,0.02365,0.03245,0.03317,0.305,2.239,0.224409,0.2238,0.0343,3.78004,0.65076,0.02714,0.1942,0.774,0.6153,4.3357,1.133486,0.01868,7.508,1.119382,0.038678,0.01701,0.09988,0.017172,5.87,0.0163,0.282,0.261068
116.25,0.01539,1.77e-05,0.0421,1.808913581,0.518,0.02365,0.03226,0.03302,0.303,2.212,0.222834,0.222,0.0343,3.74011,0.64583,0.02714,0.1927,0.766,0.6093,4.2903,1.121466,0.01868,7.443,1.106972,0.038678,0.01691,0.09897,0.017066,5.81,0.0163,0.2793,0.258928
116.75,0.0153,1.77e-05,0.04183,1.790008475,0.511,0.02365,0.03226,0.03286,0.3,2.194,0.221259,0.2202,0.0343,3.70018,0.63597,0.02697,0.1912,0.758,0.6033,4.2449,1.109446,0.01868,7.357,1.095803,0.038445,0.01691,0.09852,0.017066,5.73,0.0163,0.2766,0.256788
117.25,0.0153,1.76e-05,0.04183,1.771103369,0.504,0.02347,0.03226,0.03271,0.298,2.167,0.219685,0.2179,0.0343,3.66025,0.63104,0.02697,0.1905,0.75,0.5973,4.1995,1.098628,0.01868,7.272,1.084634,0.038445,0.01691,0.09806,0.017066,5.67,0.0162,0.2739,0.254648
117.75,0.0153,1.76e-05,0.04183,1.752198263,0.5005,0.02347,0.03206,0.03255,0.296,2.149,0.21811,0.2161,0.0341,3.62032,0.62118,0.02697,0.189,0.743,0.5913,4.1541,1.086608,0.01856,7.186,1.073465,0.038212,0.01691,0.09761,0.017066,5.62,0.0162,0.2713,0.252508
118.25,0.0153,1.76e-05,0.04156,1.733293158,0.4935,0.02347,0.03206,0.0324,0.293,2.121,0.216535,0.2143,0.0341,3.58039,0.61625,0.0268,0.1875,0.735,0.5853,4.1087,1.07579,0.01856,7.121,1.062296,0.038212,0.01691,0.09716,0.017066,5.56,0.0162,0.2686,0.250368
118.75,0.0153,1.76e-05,0.04156,1.714388052,0.49,0.02347,0.03187,0.03224,0.29,2.094,0.21496,0.2125,0.0341,3.54046,0.61132,0.0268,0.1867,0.728,0.5793,4.0633,1.06377,0.01856,7.036,1.051127,0.038212,0.0168,0.09625,0.01696,5.5,0.0162,0.2659,0.248228
119.25,0.0152,1.76e-05,0.04156,1.695482946,0.483,0.02347,0.03187,0.03209,0.289,2.076,0.213385,0.2108,0.0339,3.50053,0.60146,0.0268,0.1853,0.721,0.5733,4.0179,1.052952,0.01856,6.971,1.039958,0.037979,0.0168,0.09579,0.01696,5.44,0.0162,0.2632,0.246089
119.75,0.0152,1.75e-05,0.04129,1.67657784,0.4795,0.02347,0.03187,0.03193,0.286,2.058,0.211811,0.209,0.0339,3.4606,0.59653,0.0268,0.1845,0.713,0.5682,3.98385,1.042134,0.01856,6.885,1.03003,0.037979,0.0168,0.09534,0.01696,5.39,0.0161,0.2605,0.244662
120.25,0.0152,1.75e-05,0.04129,1.657672734,0.4725,0.02347,0.03168,0.03178,0.284,2.031,0.210236,0.2078,0.0339,3.42067,0.5916,0.02662,0.183,0.706,0.5622,3.93845,1.031316,0.01845,6.821,1.018861,0.037746,0.0168,0.09489,0.01696,5.33,0.0161,0.2583,0.242522
120.75,0.0152,1.75e-05,0.04129,1.638767629,0.469,0.02328,0.03168,0.03162,0.282,2.013,0.209448,0.206,0.0339,3.39405,0.58667,0.02662,0.1815,0.699,0.5571,3.9044,1.0217,0.01845,6.735,1.008933,0.037746,0.0168,0.09443,0.01696,5.27,0.0161,0.2556,0.240382
121.25,0.0152,1.75e-05,0.04102,1.619862523,0.462,0.02328,0.03149,0.03147,0.28,1.985,0.207874,0.2043,0.0337,3.35412,0.57681,0.02662,0.1808,0.693,0.5511,3.859,1.010882,0.01845,6.671,0.999005,0.037746,0.0167,0.09398,0.016854,5.21,0.0161,0.2534,0.238956
121.75,0.01511,1.75e-05,0.04102,1.602034885,0.4585,0.02328,0.03149,0.03131,0.278,1.967,0.206299,0.2025,0.0337,3.31419,0.57188,0.02645,0.1793,0.686,0.5459,3.82495,1.001266,0.01845,6.607,0.989077,0.037513,0.0167,0.09352,0.016854,5.15,0.0161,0.2512,0.236816
122.25,0.01511,1.75e-05,0.04102,1.586942475,0.455,0.02328,0.03149,0.03116,0.276,1.949,0.205511,0.2007,0.0337,3.28757,0.56695,0.02645,0.1786,0.679,0.5408,3.77955,0.990448,0.01845,6.542,0.979149,0.037513,0.0167,0.09307,0.016854,5.1,0.016,0.2485,0.235389
122.75,0.01511,1.74e-05,0.04075,1.571850065,0.448,0.02328,0.0313,0.03116,0.274,1.931,0.203937,0.1996,0.0337,3.24764,0.56202,0.02645,0.1778,0.673,0.5356,3.7455,0.980832,0.01845,6.456,0.969221,0.037513,0.0167,0.09262,0.016854,5.06,0.016,0.2462,0.233249
123.25,0.01511,1.74e-05,0.04075,1.556757656,0.4445,0.02328,0.0313,0.031,0.272,1.904,0.202362,0.1978,0.0335,3.22102,0.55709,0.02645,0.1763,0.666,0.5305,3.7001,0.971216,0.01833,6.392,0.959293,0.03728,0.0167,0.09216,0.016854,5.0,0.016,0.244,0.231823
123.75,0.01511,1.74e-05,0.04075,1.541665246,0.441,0.02328,0.0313,0.03085,0.27,1.886,0.201574,0.1966,0.0335,3.18109,0.54723,0.02627,0.1756,0.66,0.5262,3.66605,0.9616,0.01833,6.328,0.950606,0.03728,0.01659,0.09171,0.016748,4.94,0.016,0.2418,0.229683
124.25,0.01511,1.74e-05,0.04049,1.526572836,0.434,0.0231,0.0311,0.03069,0.268,1.868,0.2,0.1948,0.0335,3.15447,0.5423,0.02627,0.1741,0.654,0.5211,3.632,0.951984,0.01833,6.263,0.940678,0.037047,0.01659,0.09125,0.016748,4.9,0.016,0.2395,0.228256
124.75,0.01501,1.74e-05,0.04049,1.511480426,0.4305,0.0231,0.0311,0.03054,0.266,1.849,0.199212,0.1937,0.0335,3.11454,0.53737,0.02627,0.1734,0.648,0.5159,3.59795,0.94357,0.01833,6.199,0.931991,0.037047,0.01659,0.0908,0.016748,4.84,0.0159,0.2373,0.226829
125.25,0.01501,1.72e-05,0.04049,1.496388016,0.427,0.0231,0.0311,0.03038,0.264,1.831,0.197637,0.1919,0.0332,3.08792,0.53244,0.0261,0.1726,0.642,0.5116,3.5639,0.933954,0.01833,6.135,0.923304,0.037047,0.01659,0.09035,0.016748,4.81,0.0159,0.2355,0.22469
125.75,0.01501,1.72e-05,0.04049,1.481295607,0.4235,0.0231,0.03091,0.03038,0.263,1.813,0.19685,0.1907,0.0332,3.0613,0.52751,0.0261,0.1711,0.636,0.5065,3.52985,0.92554,0.01821,6.07,0.914617,0.036814,0.01659,0.08989,0.016748,4.75,0.0159,0.2333,0.223263
126.25,0.01501,1.72e-05,0.04022,1.466203197,0.42,0.0231,0.03091,0.03023,0.261,1.795,0.195275,0.1889,0.0332,3.02137,0.52258,0.0261,0.1704,0.63,0.5022,3.4958,0.915924,0.01821,6.006,0.90593,0.036814,0.01649,0.08944,0.016642,4.71,0.0159,0.231,0.221836
126.75,0.01501,1.72e-05,0.04022,1.451110787,0.413,0.0231,0.03091,0.03007,0.259,1.777,0.194488,0.1877,0.0332,2.99475,0.51765,0.0261,0.1696,0.623,0.4971,3.46175,0.90751,0.01821,5.942,0.897243,0.036814,0.01649,0.08898,0.016642,4.65,0.0159,0.2293,0.219696
127.25,0.01492,1.72e-05,0.04022,1.436018377,0.4095,0.0231,0.03072,0.02992,0.257,1.759,0.192913,0.1866,0.033,2.96813,0.51272,0.02593,0.1681,0.618,0.4928,3.4277,0.899096,0.01821,5.877,0.888556,0.036581,0.01649,0.08853,0.016642,4.61,0.0158,0.227,0.21827
127.75,0.01492,1.72e-05,0.03995,1.420925968,0.406,0.02292,0.03072,0.02992,0.255,1.741,0.192126,0.1848,0.033,2.94151,0.50779,0.02593,0.1674,0.612,0.4885,3.39365,0.890682,0.01821,5.834,0.879869,0.036581,0.01649,0.08808,0.016642,4.56,0.0158,0.2252,0.216843
128.25,0.01492,1.71e-05,0.03995,1.405833558,0.4025,0.02292,0.03072,0.02976,0.254,1.723,0.190551,0.1836,0.033,2.90158,0.50286,0.02593,0.1667,0.607,0.4842,3.3596,0.882268,0.01821,5.77,0.872423,0.036581,0.01649,0.08808,0.016642,4.52,0.0158,0.223,0.215417
128.75,0.01492,1.71e-05,0.03995,1.390741148,0.399,0.02292,0.03053,0.02961,0.252,1.704,0.189763,0.1824,0.033,2.87496,0.49793,0.02593,0.1659,0.602,0.4799,3.32555,0.873854,0.01809,5.706,0.863736,0.036348,0.01638,0.08762,0.016536,4.48,0.0158,0.2212,0.21399
129.25,0.01492,1.71e-05,0.03995,1.375648738,0.3955,0.02292,0.03053,0.02945,0.25,1.686,0.188189,0.1813,0.0328,2.84834,0.493,0.02575,0.1652,0.596,0.4756,3.2915,0.86544,0.01809,5.641,0.85629,0.036348,0.01638,0.08717,0.016536,4.42,0.0158,0.2194,0.212563
129.75,0.01492,1.71e-05,0.03968,1.360556328,0.392,0.02292,0.03053,0.02945,0.248,1.677,0.187401,0.1801,0.0328,2.82172,0.48807,0.02575,0.1637,0.591,0.4714,3.25745,0.858228,0.01809,5.598,0.848844,0.036348,0.01638,0.08671,0.016536,4.38,0.0157,0.2176,0.211137
130.25,0.01482,1.71e-05,0.03968,1.346996927,0.385,0.02292,0.03034,0.0293,0.247,1.659,0.186614,0.1783,0.0328,2.7951,0.483633,0.02575,0.1629,0.586,0.4671,3.23475,0.849814,0.01809,5.534,0.840157,0.036115,0.01638,0.08626,0.016536,4.34,0.0157,0.2159,0.20971
130.75,0.01482,1.71e-05,0.03968,1.335192824,0.3815,0.02292,0.03034,0.02914,0.246,1.641,0.185039,0.1771,0.0328,2.76848,0.478703,0.02575,0.1622,0.581,0.4636,3.2007,0.842602,0.01809,5.491,0.832711,0.036115,0.01638,0.08581,0.016536,4.3,0.0157,0.2136,0.208284
131.25,0.01482,1.7e-05,0.03941,1.323388721,0.378,0.02292,0.03034,0.02914,0.244,1.623,0.184252,0.1759,0.0326,2.74186,0.474266,0.02558,0.1614,0.575,0.4594,3.16665,0.834188,0.01809,5.427,0.825265,0.036115,0.01628,0.08581,0.01643,4.27,0.0157,0.2118,0.206857
131.75,0.01482,1.7e-05,0.03941,1.311584618,0.3745,0.02273,0.03014,0.02899,0.242,1.605,0.183464,0.1748,0.0326,2.71524,0.469829,0.02558,0.1607,0.57,0.4551,3.14395,0.826976,0.01797,5.384,0.817819,0.035882,0.01628,0.08535,0.01643,4.21,0.0157,0.2105,0.20543
132.25,0.01482,1.7e-05,0.03941,1.299780515,0.371,0.02273,0.03014,0.02883,0.241,1.596,0.182677,0.1736,0.0326,2.68862,0.465392,0.02558,0.16,0.565,0.4516,3.1099,0.819764,0.01797,5.32,0.810373,0.035882,0.01628,0.0849,0.01643,4.17,0.0156,0.2087,0.204004
132.75,0.01473,1.7e-05,0.03941,1.287976412,0.3675,0.02273,0.03014,0.02883,0.239,1.577,0.181102,0.1724,0.0326,2.662,0.460955,0.02558,0.1592,0.561,0.4482,3.07585,0.812552,0.01797,5.277,0.804168,0.035882,0.01628,0.08444,0.01643,4.13,0.0156,0.2069,0.202577
133.25,0.01473,1.7e-05,0.03914,1.276172309,0.364,0.02273,0.03014,0.02868,0.237,1.559,0.180315,0.1712,0.0326,2.63538,0.457011,0.0254,0.1585,0.556,0.4439,3.05315,0.80534,0.01797,5.212,0.796722,0.035882,0.01628,0.08399,0.01643,4.09,0.0156,0.2051,0.201864
133.75,0.01473,1.7e-05,0.03914,1.264368206,0.3605,0.02273,0.02995,0.02852,0.237,1.55,0.179527,0.17,0.0323,2.60876,0.452574,0.0254,0.1577,0.551,0.4405,3.0191,0.798128,0.01797,5.169,0.789276,0.035649,0.01628,0.08399,0.01643,4.05,0.0156,0.2033,0.200437
134.25,0.01473,1.69e-05,0.03914,1.252564103,0.357,0.02273,0.02995,0.02852,0.235,1.532,0.17874,0.1694,0.0323,2.59545,0.44863,0.0254,0.1562,0.547,0.4371,2.9964,0.790916,0.01797,5.105,0.783071,0.035649,0.01617,0.08354,0.016324,4.01,0.0156,0.202,0.199011
134.75,0.01473,1.69e-05,0.03914,1.24076,0.3535,0.02273,0.02995,0.02837,0.234,1.523,0.177952,0.1683,0.0323,2.56883,0.444193,0.0254,0.1555,0.542,0.4328,2.9737,0.783704,0.01785,5.062,0.775625,0.035649,0.01617,0.08308,0.016324,3.98,0.0156,0.2002,0.197584
135.25,0.01473,1.69e-05,0.03887,1.228955896,0.3535,0.02273,0.02976,0.02837,0.232,1.505,0.176378,0.1671,0.0323,2.54221,0.440249,0.02523,0.1548,0.538,0.4294,2.93965,0.777694,0.01785,5.019,0.76942,0.035416,0.01617,0.08308,0.016324,3.94,0.0155,0.1989,0.196871
135.75,0.01463,1.69e-05,0.03887,1.217151793,0.3486,0.02255,0.02976,0.02821,0.231,1.496,0.17559,0.1659,0.0321,2.51559,0.436305,0.02523,0.154,0.534,0.4259,2.91695,0.770482,0.01785,4.976,0.763215,0.035416,0.01617,0.08263,0.016324,3.92,0.0155,0.1971,0.195444
136.25,0.01463,1.69e-05,0.03887,1.20534769,0.34545,0.02255,0.02976,0.02806,0.229,1.478,0.174803,0.1647,0.0321,2.48897,0.432361,0.02523,0.1533,0.528,0.4225,2.89425,0.764472,0.01785,4.912,0.755769,0.035416,0.01617,0.08217,0.016324,3.88,0.0155,0.1957,0.194018
136.75,0.01463,1.69e-05,0.03887,1.193543587,0.3423,0.02255,0.02976,0.02806,0.229,1.46,0.174015,0.1635,0.0321,2.47566,0.428417,0.02523,0.1525,0.524,0.4191,2.8602,0.75726,0.01785,4.869,0.749564,0.035183,0.01607,0.08172,0.016218,3.84,0.0155,0.194,0.192591
137.25,0.01463,1.68e-05,0.0386,1.181739484,0.33915,0.02255,0.02957,0.0279,0.227,1.451,0.173228,0.163,0.0321,2.44904,0.424966,0.02523,0.1518,0.52,0.4156,2.8375,0.75125,0.01785,4.826,0.743359,0.035183,0.01607,0.08172,0.016218,3.8,0.0155,0.1926,0.191878
137.75,0.01463,1.68e-05,0.0386,1.169935381,0.33635,0.02255,0.02957,0.0279,0.226,1.441,0.172441,0.1618,0.0321,2.42242,0.421022,0.02506,0.1518,0.516,0.4122,2.8148,0.744038,0.01773,4.783,0.737154,0.035183,0.01607,0.08127,0.016218,3.76,0.0155,0.1908,0.190451
138.25,0.01463,1.68e-05,0.0386,1.158131278,0.3332,0.02255,0.02957,0.02775,0.224,1.423,0.171653,0.1606,0.0319,2.40911,0.417078,0.02506,0.151,0.512,0.4088,2.78075,0.738028,0.01773,4.74,0.730949,0.035183,0.01607,0.08081,0.016218,3.73,0.0154,0.1895,0.189738
138.75,0.01454,1.68e-05,0.0386,1.146327175,0.33005,0.02255,0.02938,0.02759,0.223,1.414,0.170866,0.16,0.0319,2.38249,0.413627,0.02506,0.1503,0.508,0.4062,2.75805,0.732018,0.01773,4.698,0.724744,0.03495,0.01607,0.08081,0.016218,3.71,0.0154,0.1881,0.188311
139.25,0.01454,1.68e-05,0.03833,1.135788099,0.32725,0.02255,0.02938,0.02759,0.221,1.396,0.170078,0.1588,0.0319,2.35587,0.410176,0.02506,0.1495,0.504,0.4028,2.73535,0.726008,0.01773,4.655,0.718539,0.03495,0.01607,0.08036,0.016218,3.67,0.0154,0.1868,0.186885
139.75,0.01454,1.68e-05,0.03833,1.12656885,0.32445,0.02236,0.02938,0.02744,0.22,1.387,0.169291,0.1576,0.0319,2.34256,0.406232,0.02488,0.1488,0.5,0.3994,2.71265,0.719998,0.01773,4.612,0.713575,0.03495,0.01596,0.0799,0.016112,3.63,0.0154,0.1855,0.186171
140.25,0.01454,1.66e-05,0.03833,1.117349601,0.32165,0.02236,0.02938,0.02744,0.22,1.369,0.168504,0.157,0.0319,2.31594,0.402781,0.02488,0.1481,0.496,0.3968,2.68995,0.713988,0.01773,4.569,0.70737,0.03495,0.01596,0.0799,0.016112,3.59,0.0154,0.1837,0.184745
140.75,0.01454,1.66e-05,0.03833,1.108130352,0.31885,0.02236,0.02918,0.02728,0.218,1.36,0.167716,0.1559,0.0317,2.30263,0.39933,0.02488,0.1473,0.492,0.3934,2.66725,0.707978,0.01761,4.526,0.701165,0.034717,0.01596,0.07945,0.016112,3.57,0.0153,0.1823,0.184031
141.25,0.01454,1.66e-05,0.03833,1.098911103,0.31605,0.02236,0.02918,0.02728,0.217,1.351,0.166929,0.1553,0.0317,2.27601,0.395879,0.02488,0.1466,0.489,0.3908,2.64455,0.701968,0.01761,4.483,0.696201,0.034717,0.01596,0.079,0.016112,3.53,0.0153,0.181,0.182605
141.75,0.01444,1.66e-05,0.03806,1.089691853,0.31325,0.02236,0.02918,0.02713,0.216,1.333,0.166141,0.1541,0.0317,2.2627,0.392428,0.02488,0.1458,0.484,0.3874,2.62185,0.69716,0.01761,4.44,0.689996,0.034717,0.01596,0.079,0.016112,3.51,0.0153,0.1797,0.181892
142.25,0.01444,1.66e-05,0.03806,1.080472604,0.31045,0.02236,0.02918,0.02713,0.214,1.324,0.165354,0.1529,0.0317,2.23608,0.38947,0.02471,0.1451,0.48,0.3848,2.59915,0.69115,0.01761,4.397,0.685032,0.034484,0.01596,0.07854,0.016112,3.47,0.0153,0.1783,0.181178
142.75,0.01444,1.66e-05,0.03806,1.071253355,0.308,0.02236,0.02899,0.02697,0.213,1.315,0.164567,0.1523,0.0317,2.22277,0.386019,0.02471,0.1451,0.477,0.3814,2.57645,0.68514,0.01761,4.354,0.678827,0.034484,0.01586,0.07854,0.016006,3.44,0.0153,0.1774,0.179752
143.25,0.01444,1.66e-05,0.03806,1.062034106,0.3052,0.02236,0.02899,0.02697,0.212,1.306,0.163779,0.1511,0.0314,2.19615,0.382568,0.02471,0.1443,0.473,0.3788,2.55375,0.680332,0.01761,4.311,0.673863,0.034484,0.01586,0.07809,0.016006,3.42,0.0153,0.1761,0.179038
143.75,0.01444,1.65e-05,0.03779,1.052814856,0.30275,0.02218,0.02899,0.02682,0.212,1.287,0.162992,0.1506,0.0314,2.18284,0.37961,0.02471,0.1436,0.47,0.3762,2.53105,0.674322,0.01749,4.269,0.668899,0.034484,0.01586,0.07763,0.016006,3.38,0.0152,0.1747,0.177612
144.25,0.01444,1.65e-05,0.03779,1.043595607,0.29995,0.02218,0.02899,0.02682,0.21,1.278,0.162204,0.15,0.0314,2.15622,0.376159,0.02471,0.1428,0.466,0.3728,2.50835,0.669514,0.01749,4.247,0.663935,0.034251,0.01586,0.07763,0.016006,3.36,0.0152,0.1734,0.176898
144.75,0.01444,1.65e-05,0.03779,1.034376358,0.2975,0.02218,0.0288,0.02666,0.209,1.269,0.161417,0.1488,0.0314,2.14291,0.373201,0.02453,0.1421,0.463,0.3702,2.48565,0.663504,0.01749,4.204,0.65773,0.034251,0.01586,0.07718,0.016006,3.32,0.0152,0.1721,0.176185
145.25,0.01435,1.65e-05,0.03779,1.025157109,0.29505,0.02218,0.0288,0.02666,0.208,1.26,0.16063,0.1482,0.0314,2.11629,0.370243,0.02453,0.1421,0.459,0.3677,2.46295,0.658696,0.01749,4.161,0.652766,0.034251,0.01586,0.07718,0.016006,3.3,0.0152,0.1712,0.174759
145.75,0.01435,1.65e-05,0.03779,1.01593786,0.2926,0.02218,0.0288,0.02651,0.207,1.251,0.159842,0.147,0.0312,2.10298,0.367285,0.02453,0.1414,0.456,0.3651,2.44025,0.653888,0.01749,4.118,0.647802,0.034251,0.01575,0.07673,0.0159,3.26,0.0152,0.1698,0.174045
146.25,0.01435,1.65e-05,0.03752,1.00671861,0.29015,0.02218,0.0288,0.02651,0.206,1.233,0.159055,0.1464,0.0312,2.08967,0.363834,0.02453,0.1406,0.453,0.3625,2.4289,0.64908,0.01749,4.097,0.642838,0.034018,0.01575,0.07673,0.0159,3.24,0.0152,0.1685,0.173332
146.75,0.01435,1.64e-05,0.03752,0.997499361,0.2877,0.02218,0.02861,0.02635,0.204,1.224,0.158267,0.1458,0.0312,2.06305,0.360876,0.02453,0.1399,0.449,0.3599,2.4062,0.64307,0.01749,4.054,0.637874,0.034018,0.01575,0.07627,0.0159,3.2,0.0151,0.1676,0.171905
147.25,0.01435,1.64e-05,0.03752,0.988280112,0.28525,0.02218,0.02861,0.02635,0.203,1.215,0.158267,0.1446,0.0312,2.04974,0.357918,0.02436,0.1391,0.446,0.3574,2.3835,0.638262,0.01737,4.011,0.63291,0.034018,0.01575,0.07627,0.0159,3.19,0.0151,0.1662,0.171192
147.75,0.01435,1.64e-05,0.03752,0.979060863,0.28315,0.02199,0.02861,0.0262,0.203,1.206,0.15748,0.1441,0.0312,2.03643,0.355453,0.02436,0.1391,0.443,0.3548,2.3608,0.633454,0.01737,3.99,0.629187,0.034018,0.01575,0.07582,0.0159,3.17,0.0151,0.1649,0.170479
148.25,0.01425,1.64e-05,0.03725,0.969841613,0.2807,0.02199,0.02861,0.0262,0.202,1.197,0.156693,0.1435,0.031,2.00981,0.352495,0.02436,0.1384,0.44,0.3522,2.34945,0.628646,0.01737,3.947,0.624223,0.034018,0.01575,0.07536,0.0159,3.13,0.0151,0.164,0.169765
148.75,0.01425,1.64e-05,0.03725,0.960622364,0.27825,0.02199,0.02842,0.02604,0.201,1.188,0.155905,0.1423,0.031,1.9965,0.349537,0.02436,0.1376,0.436,0.3497,2.32675,0.623838,0.01737,3.925,0.619259,0.033785,0.01565,0.07536,0.015794,3.11,0.0151,0.1627,0.169052
149.25,0.01425,1.64e-05,0.03725,0.951403115,0.27615,0.02199,0.02842,0.02604,0.2,1.179,0.155118,0.1417,0.031,1.98319,0.346579,0.02436,0.1376,0.433,0.3471,2.30405,0.61903,0.01737,3.882,0.614295,0.033785,0.01565,0.07491,0.015794,3.07,0.0151,0.1618,0.167626
149.75,0.01425,1.64e-05,0.03725,0.942183866,0.27405,0.02199,0.02842,0.02589,0.199,1.17,0.15433,0.1411,0.031,1.96988,0.344114,0.02419,0.1369,0.43,0.3445,2.28135,0.615424,0.01737,3.84,0.610572,0.033785,0.01565,0.07491,0.015794,3.05,0.0151,0.1609,0.166912
